date,product_id,units_sold,promo_flag,discount_pct,realised_selling_price,revenue,product_cost,impressions,clicks,ad_spend,ad_attributed_units,fulfilment_fees,profit,cpc,roas,acos,profit_margin_pct,click_to_order_proxy
2025-04-27,SKU021,3,0,0.0,18.11,54.33,35.4,2711,47,52.74,7,7.73,-41.54,1.122127659574468,1.0301478953356085,0.9707344008834898,-0.7645867844653046,0.14893617021276595
2025-04-28,SKU021,3,0,0.0,18.11,54.33,35.4,818,18,21.39,7,5.84,-8.3,1.1883333333333335,2.539971949509116,0.3937051352843733,-0.15277010859561937,0.3888888888888889
2025-04-29,SKU021,7,0,0.0,18.11,126.77,82.6,1645,36,43.09,1,18.41,-17.33,1.1969444444444446,2.9419818983522856,0.3399069180405459,-0.13670426757119192,0.027777777777777776
2025-04-30,SKU021,5,0,0.0,18.11,90.55,59.0,1703,30,36.45,3,13.73,-18.63,1.215,2.484224965706447,0.40254003313086695,-0.20574268360022085,0.1
2025-05-01,SKU021,7,0,0.0,18.11,126.77,82.6,1300,18,21.92,1,16.07,6.18,1.2177777777777778,5.783302919708029,0.1729115721385186,0.048749704188688174,0.05555555555555555
2025-05-02,SKU021,10,0,0.0,18.11,181.1,118.0,2847,54,65.1,5,14.0,-16.0,1.2055555555555555,2.781874039938556,0.35946990612921037,-0.0883489784649365,0.09259259259259259
2025-05-03,SKU021,9,1,0.0895,16.49,148.41,106.2,2226,50,57.15,13,17.7,-32.64,1.143,2.5968503937007874,0.3850818677986659,-0.21993127147766323,0.26
2025-05-04,SKU021,4,0,0.0,18.11,72.44,47.2,2559,48,57.84,7,3.41,-36.01,1.205,1.252420470262794,0.7984538928768636,-0.49710104914411923,0.14583333333333334
2025-05-05,SKU021,2,0,0.0,18.11,36.22,23.6,1795,45,51.57,10,3.3,-42.25,1.146,0.7023463253829746,1.4237990060739922,-1.1664826062948648,0.2222222222222222
2025-05-06,SKU021,6,0,0.0,18.11,108.66,70.8,2592,39,45.38,5,7.82,-15.34,1.1635897435897438,2.3944468929043627,0.41763298361862694,-0.14117430517209645,0.1282051282051282
2025-05-07,SKU021,6,0,0.0,18.11,108.66,70.8,2451,45,56.51,10,7.37,-26.02,1.2557777777777777,1.9228455140683065,0.5200625805264126,-0.2394625437143383,0.2222222222222222
2025-05-08,SKU021,6,0,0.0,18.11,108.66,70.8,895,21,24.1,4,6.94,6.82,1.1476190476190478,4.508713692946058,0.22179274802135102,0.06276458678446531,0.19047619047619047
2025-05-09,SKU021,10,0,0.0,18.11,181.1,118.0,2838,58,66.79,6,16.25,-19.94,1.1515517241379312,2.7114837550531514,0.36880176697956935,-0.11010491441192713,0.10344827586206896
2025-05-10,SKU021,4,0,0.0,18.11,72.44,47.2,1998,43,47.55,7,8.16,-30.47,1.105813953488372,1.5234490010515247,0.6564053009387079,-0.42062396466040863,0.16279069767441862
2025-05-11,SKU021,7,0,0.0,18.11,126.77,82.6,2563,51,59.54,4,12.94,-28.31,1.167450980392157,2.129156869331542,0.46966948016092136,-0.22331781967342432,0.0784313725490196
2025-05-12,SKU021,4,0,0.0,18.11,72.44,47.2,538,5,5.74,1,7.04,12.46,1.1480000000000001,12.62020905923345,0.07923799006073992,0.17200441744892325,0.2
2025-05-13,SKU021,7,0,0.0,18.11,126.77,82.6,2635,47,54.25,11,7.51,-17.59,1.1542553191489362,2.3367741935483872,0.4279403644395362,-0.13875522599984225,0.23404255319148937
2025-05-14,SKU021,6,0,0.0,18.11,108.66,70.8,2337,40,48.56,1,6.84,-17.54,1.214,2.237644151565074,0.44689858273513716,-0.16142094607031107,0.025
2025-05-15,SKU021,6,0,0.0,18.11,108.66,70.8,3303,52,61.79,7,10.47,-34.4,1.1882692307692309,1.7585369800938664,0.5686545186821278,-0.3165838394993558,0.1346153846153846
2025-05-16,SKU021,1,0,0.0,18.11,18.11,11.8,1457,30,37.25,7,2.4,-33.34,1.2416666666666667,0.4861744966442953,2.056874654886803,-1.8409718387631147,0.23333333333333334
2025-05-17,SKU021,6,0,0.0,18.11,108.66,70.8,2106,38,45.6,6,15.84,-23.58,1.2,2.382894736842105,0.4196576477084484,-0.21700717835450026,0.15789473684210525
2025-05-18,SKU021,1,0,0.0,18.11,18.11,11.8,2099,40,46.35,9,1.83,-41.87,1.15875,0.390722761596548,2.5593594699061293,-2.311982330204307,0.225
2025-05-19,SKU021,6,0,0.0,18.11,108.66,70.8,2047,45,50.58,4,15.84,-28.56,1.1239999999999999,2.148279952550415,0.4654886802871342,-0.2628382109331861,0.08888888888888889
2025-05-20,SKU021,7,0,0.0,18.11,126.77,82.6,2558,64,80.26,10,14.83,-50.92,1.2540625,1.5794916521305755,0.633115090321054,-0.4016723199495149,0.15625
2025-05-21,SKU021,6,0,0.0,18.11,108.66,70.8,1296,37,43.31,6,6.2,-11.65,1.1705405405405407,2.508889401985684,0.398582735137125,-0.10721516657463649,0.16216216216216217
2025-05-22,SKU021,6,0,0.0,18.11,108.66,70.8,855,15,18.57,5,8.4,10.89,1.238,5.8513731825525035,0.17090005521811155,0.10022087244616235,0.3333333333333333
2025-05-23,SKU021,4,0,0.0,18.11,72.44,47.2,1989,39,47.95,8,4.64,-27.35,1.2294871794871796,1.5107403545359748,0.6619271120927664,-0.3775538376587521,0.20512820512820512
2025-05-24,SKU021,6,0,0.0,18.11,108.66,70.8,2966,63,72.58,9,9.93,-44.65,1.152063492063492,1.4971066409479195,0.6679550892692804,-0.4109147800478557,0.14285714285714285
2025-05-25,SKU021,5,1,0.1209,15.92,79.6,59.0,2182,49,59.31,9,12.61,-51.32,1.210408163265306,1.3421008261675937,0.7451005025125629,-0.6447236180904523,0.1836734693877551
2025-05-26,SKU021,3,0,0.0,18.11,54.33,35.4,2369,45,54.48,4,8.33,-43.88,1.2106666666666666,0.9972466960352423,1.0027609055770292,-0.8076569114669613,0.08888888888888889
2025-05-27,SKU021,3,0,0.0,18.11,54.33,35.4,2439,42,51.58,4,3.34,-35.99,1.2280952380952381,1.0533152384645212,0.9493833977544635,-0.6624332781152219,0.09523809523809523
2025-05-28,SKU021,6,0,0.0,18.11,108.66,70.8,1432,31,38.54,2,15.35,-16.03,1.2432258064516128,2.819408406850026,0.35468433646235964,-0.14752438799926376,0.06451612903225806
2025-05-29,SKU021,6,0,0.0,18.11,108.66,70.8,1742,31,38.13,7,8.52,-8.79,1.23,2.8497246262785207,0.3509110988404197,-0.08089453340695747,0.22580645161290322
2025-05-30,SKU021,3,0,0.0,18.11,54.33,35.4,3509,69,83.22,8,4.02,-68.31,1.2060869565217391,0.6528478731074261,1.5317504141358367,-1.2573163997791277,0.11594202898550725
2025-05-31,SKU021,3,0,0.0,18.11,54.33,35.4,2106,49,60.45,8,5.47,-46.99,1.2336734693877551,0.8987593052109181,1.1126449475427942,-0.864899687097368,0.16326530612244897
2025-06-01,SKU021,8,0,0.0,18.11,144.88,94.4,2113,47,58.17,5,10.57,-18.26,1.2376595744680852,2.4906309094034724,0.401504693539481,-0.126035339591386,0.10638297872340426
2025-06-02,SKU021,3,1,0.132,15.72,47.16,35.4,2693,59,68.51,8,3.8,-60.55,1.1611864406779662,0.6883666618011968,1.4527141645462258,-1.2839270568278203,0.13559322033898305
2025-06-03,SKU021,6,0,0.0,18.11,108.66,70.8,2055,41,46.7,3,8.21,-17.05,1.1390243902439026,2.326766595289079,0.42978096815755573,-0.15691146696116326,0.07317073170731707
2025-06-04,SKU021,6,1,0.1634,15.15,90.9,70.8,2423,38,47.87,6,7.68,-35.45,1.259736842105263,1.8988928347608107,0.5266226622662266,-0.38998899889988997,0.15789473684210525
2025-06-05,SKU021,4,0,0.0,18.11,72.44,47.2,2693,59,66.35,12,9.45,-50.56,1.1245762711864407,1.091785983421251,0.9159304251794588,-0.6979569298729984,0.2033898305084746
2025-06-06,SKU021,2,0,0.0,18.11,36.22,23.6,2383,40,44.45,5,5.04,-36.87,1.11125,0.8148481439820022,1.2272225289895087,-1.0179458862506903,0.125
2025-06-07,SKU021,9,0,0.0,18.11,162.99,106.2,2086,40,49.6,9,12.02,-4.83,1.24,3.2860887096774194,0.3043131480458924,-0.029633719860114115,0.225
2025-06-08,SKU021,2,0,0.0,18.11,36.22,23.6,2359,43,53.58,5,1.69,-42.65,1.246046511627907,0.6759985069055617,1.4792932081722805,-1.1775262286029817,0.11627906976744186
2025-06-09,SKU021,7,0,0.0,18.11,126.77,82.6,2238,30,32.78,7,13.9,-2.51,1.0926666666666667,3.867297132397803,0.25857852804291237,-0.01979963713812416,0.23333333333333334
2025-06-10,SKU021,5,1,0.1095,16.13,80.65,59.0,2465,36,44.72,7,6.56,-29.63,1.2422222222222221,1.8034436493738821,0.554494730316181,-0.3673899566026038,0.19444444444444445
2025-06-11,SKU021,0,0,0.0,18.11,0.0,0.0,3072,56,65.69,9,0.0,-65.69,1.1730357142857142,0.0,,,0.16071428571428573
2025-06-12,SKU021,2,0,0.0,18.11,36.22,23.6,1889,42,50.17,8,4.83,-42.38,1.1945238095238095,0.7219453856886585,1.3851463279955827,-1.170071783545003,0.19047619047619047
2025-06-13,SKU021,5,0,0.0,18.11,90.55,59.0,2347,39,48.07,5,11.98,-28.5,1.2325641025641025,1.8837112544206365,0.5308669243511872,-0.3147432357813363,0.1282051282051282
2025-06-14,SKU021,13,0,0.0,18.11,235.43,153.4,2682,39,49.2,3,10.66,22.17,1.2615384615384617,4.785162601626016,0.2089793144459075,0.09416811791190588,0.07692307692307693
2025-06-15,SKU021,3,0,0.0,18.11,54.33,35.4,1543,26,30.34,4,3.68,-15.09,1.166923076923077,1.7907053394858272,0.5584391680471195,-0.27774710104914413,0.15384615384615385
2025-06-16,SKU021,3,0,0.0,18.11,54.33,35.4,1679,44,55.59,8,7.95,-44.61,1.263409090909091,0.9773340528872099,1.023191606847046,-0.8210933186085037,0.18181818181818182
2025-06-17,SKU021,2,0,0.0,18.11,36.22,23.6,1651,22,25.34,3,4.81,-17.53,1.1518181818181819,1.4293606945540647,0.699613473219216,-0.4839867476532303,0.13636363636363635
2025-06-18,SKU021,4,0,0.0,18.11,72.44,47.2,1459,38,46.09,7,8.0,-28.85,1.2128947368421052,1.5717075287481013,0.6362506902263944,-0.3982606294864716,0.18421052631578946
2025-06-19,SKU021,3,0,0.0,18.11,54.33,35.4,2568,58,72.99,7,6.31,-60.37,1.258448275862069,0.7443485408960132,1.3434566537824406,-1.1111724645683785,0.1206896551724138
2025-06-20,SKU021,6,0,0.0,18.11,108.66,70.8,2586,47,52.7,13,16.39,-31.23,1.1212765957446809,2.061859582542694,0.48499907969814104,-0.2874102705687466,0.2765957446808511
2025-06-21,SKU021,3,0,0.0,18.11,54.33,35.4,1520,28,35.24,6,3.0,-19.31,1.2585714285714287,1.5417139614074913,0.6486287502300755,-0.35542057794956744,0.21428571428571427
2025-06-22,SKU021,2,0,0.0,18.11,36.22,23.6,1739,38,42.71,5,3.25,-33.34,1.1239473684210526,0.8480449543432451,1.1791827719491994,-0.9204859193815573,0.13157894736842105
2025-06-23,SKU021,5,0,0.0,18.11,90.55,59.0,2772,61,73.07,13,9.79,-51.31,1.1978688524590162,1.2392226631996717,0.8069574820541137,-0.5666482606294865,0.21311475409836064
2025-06-24,SKU021,7,0,0.0,18.11,126.77,82.6,1633,45,49.7,9,17.66,-23.19,1.1044444444444446,2.5507042253521126,0.3920485919381558,-0.1829297152323105,0.2
2025-06-25,SKU021,3,0,0.0,18.11,54.33,35.4,2079,44,50.43,3,7.05,-38.55,1.1461363636363637,1.0773349196906603,0.9282164549972391,-0.7095527332965212,0.06818181818181818
2025-06-26,SKU021,3,0,0.0,18.11,54.33,35.4,2848,71,86.22,13,8.14,-75.43,1.2143661971830986,0.6301322199025748,1.5869685256764219,-1.388367384502117,0.18309859154929578
2025-06-27,SKU021,3,0,0.0,18.11,54.33,35.4,2567,60,67.73,12,8.15,-56.95,1.1288333333333334,0.8021556178945813,1.2466408982146144,-1.0482238174121112,0.2
2025-06-28,SKU021,4,0,0.0,18.11,72.44,47.2,3185,66,81.87,13,10.51,-67.14,1.2404545454545455,0.8848173934286062,1.1301766979569299,-0.9268360022087245,0.19696969696969696
2025-06-29,SKU021,6,0,0.0,18.11,108.66,70.8,2646,50,59.93,7,11.33,-33.4,1.1985999999999999,1.8131153011847154,0.5515369041045463,-0.3073808209092582,0.14
2025-06-30,SKU021,5,0,0.0,18.11,90.55,59.0,2627,60,66.23,16,9.87,-44.55,1.1038333333333334,1.3672051940208363,0.7314191054665931,-0.4919933738266151,0.26666666666666666
2025-01-01,SKU022,2,0,0.0,86.42,172.84,96.2,775,12,4.33,1,4.34,67.97,0.36083333333333334,39.916859122401846,0.025052071279796344,0.39325387641749593,0.08333333333333333
2025-01-02,SKU022,0,0,0.0,86.42,0.0,0.0,1046,21,6.95,2,0.0,-6.95,0.33095238095238094,0.0,,,0.09523809523809523
2025-01-03,SKU022,6,0,0.0,86.42,518.52,288.6,949,17,5.48,1,8.65,215.79,0.3223529411764706,94.62043795620437,0.010568541232739335,0.4161652395278871,0.058823529411764705
2025-01-04,SKU022,1,0,0.0,86.42,86.42,48.1,1193,19,6.07,1,1.95,30.3,0.31947368421052635,14.237232289950576,0.07023837074751216,0.35061328396204583,0.05263157894736842
2025-01-05,SKU022,1,0,0.0,86.42,86.42,48.1,649,11,3.81,1,2.52,31.99,0.3463636363636364,22.68241469816273,0.04408701689423745,0.37016894237445036,0.09090909090909091
2025-01-06,SKU022,2,0,0.0,86.42,172.84,96.2,795,15,5.04,1,5.07,66.53,0.336,34.29365079365079,0.029159916685952327,0.384922471650081,0.06666666666666667
2025-01-07,SKU022,4,1,0.1478,73.65,294.6,192.4,980,19,6.89,2,3.69,91.62,0.3626315789473684,42.75761973875182,0.023387644263408006,0.3109979633401222,0.10526315789473684
2025-01-08,SKU022,3,0,0.0,86.42,259.26,144.3,1212,23,7.72,1,2.99,104.25,0.3356521739130435,33.582901554404145,0.029777057779834915,0.40210599398287433,0.043478260869565216
2025-01-09,SKU022,2,0,0.0,86.42,172.84,96.2,841,8,2.88,0,2.38,71.38,0.36,60.01388888888889,0.0166628095348299,0.4129831057625549,0.0
2025-01-10,SKU022,0,0,0.0,86.42,0.0,0.0,967,13,4.67,0,0.0,-4.67,0.35923076923076924,0.0,,,0.0
2025-01-11,SKU022,0,0,0.0,86.42,0.0,0.0,730,13,4.77,2,0.0,-4.77,0.3669230769230769,0.0,,,0.15384615384615385
2025-01-12,SKU022,1,0,0.0,86.42,86.42,48.1,866,12,4.19,0,2.02,32.11,0.3491666666666667,20.62529832935561,0.048484147188150896,0.3715575098356862,0.0
2025-01-13,SKU022,4,0,0.0,86.42,345.68,192.4,866,9,3.03,0,8.52,141.73,0.33666666666666667,114.0858085808581,0.008765332099051145,0.41000347141865306,0.0
2025-01-14,SKU022,2,0,0.0,86.42,172.84,96.2,784,12,4.23,0,3.94,68.47,0.35250000000000004,40.860520094562645,0.024473501504281417,0.39614672529507056,0.0
2025-01-15,SKU022,3,0,0.0,86.42,259.26,144.3,1043,15,5.07,2,2.43,107.46,0.338,51.13609467455621,0.019555658412404538,0.4144873871788938,0.13333333333333333
2025-01-16,SKU022,4,1,0.1123,76.72,306.88,192.4,607,18,6.18,0,11.07,97.23,0.3433333333333333,49.65695792880259,0.020138164754953076,0.31683394160583944,0.0
2025-01-17,SKU022,1,0,0.0,86.42,86.42,48.1,864,22,7.2,1,1.72,29.4,0.32727272727272727,12.002777777777778,0.0833140476741495,0.3401990280027771,0.045454545454545456
2025-01-18,SKU022,3,1,0.151,73.37,220.11,144.3,801,10,3.48,2,7.15,65.18,0.348,63.25000000000001,0.015810276679841896,0.29612466494025713,0.2
2025-01-19,SKU022,4,0,0.0,86.42,345.68,192.4,1094,17,5.64,0,3.27,144.37,0.3317647058823529,61.290780141843975,0.016315667669520945,0.41764059245545015,0.0
2025-01-20,SKU022,3,0,0.0,86.42,259.26,144.3,801,6,2.09,0,3.89,108.98,0.34833333333333333,124.04784688995215,0.008061405538841318,0.4203502275707784,0.0
2025-01-21,SKU022,3,0,0.0,86.42,259.26,144.3,1036,25,8.75,4,7.65,98.56,0.35,29.629714285714286,0.033749903571704085,0.38015891383167477,0.16
2025-01-22,SKU022,3,1,0.179,70.95,212.85,144.3,796,19,6.3,1,4.27,57.98,0.33157894736842103,33.785714285714285,0.02959830866807611,0.27239840263096077,0.05263157894736842
2025-01-23,SKU022,3,0,0.0,86.42,259.26,144.3,860,11,3.47,1,3.59,107.9,0.3154545454545455,74.71469740634005,0.013384247473578649,0.41618452518707094,0.09090909090909091
2025-01-24,SKU022,0,0,0.0,86.42,0.0,0.0,905,18,6.56,0,0.0,-6.56,0.3644444444444444,0.0,,,0.0
2025-01-25,SKU022,3,0,0.0,86.42,259.26,144.3,513,7,2.44,0,3.88,108.64,0.3485714285714286,106.25409836065573,0.00941140168170948,0.41903880274627786,0.0
2025-01-26,SKU022,4,0,0.0,86.42,345.68,192.4,1324,24,7.72,4,10.34,135.22,0.32166666666666666,44.77720207253886,0.022332793334876186,0.3911710252256422,0.16666666666666666
2025-01-27,SKU022,4,0,0.0,86.42,345.68,192.4,1176,20,7.15,2,10.56,135.57,0.35750000000000004,48.34685314685314,0.020683869474658643,0.3921835223327933,0.1
2025-01-28,SKU022,3,0,0.0,86.42,259.26,144.3,1229,29,9.22,3,5.72,100.02,0.31793103448275867,28.11930585683297,0.03556275553498419,0.3857903263133534,0.10344827586206896
2025-01-29,SKU022,3,0,0.0,86.42,259.26,144.3,1024,16,5.75,0,8.13,101.08,0.359375,45.08869565217391,0.02217850806140554,0.38987888606032556,0.0
2025-01-30,SKU022,2,0,0.0,86.42,172.84,96.2,1156,17,6.16,2,2.12,68.36,0.3623529411764706,28.058441558441558,0.03563989817171951,0.39551029854200415,0.11764705882352941
2025-01-31,SKU022,6,0,0.0,86.42,518.52,288.6,1360,24,7.99,3,10.72,211.21,0.3329166666666667,64.89612015018773,0.015409241687880893,0.40733240762169254,0.125
2025-02-01,SKU022,2,1,0.1208,75.98,151.96,96.2,900,23,7.39,1,3.25,45.12,0.32130434782608697,20.562922868741545,0.048631218741774146,0.2969202421689918,0.043478260869565216
2025-02-02,SKU022,2,0,0.0,86.42,172.84,96.2,453,11,3.92,2,5.2,67.52,0.3563636363636364,44.09183673469388,0.02267993520018514,0.3906503124276787,0.18181818181818182
2025-02-03,SKU022,1,0,0.0,86.42,86.42,48.1,913,12,3.91,1,2.63,31.78,0.32583333333333336,22.10230179028133,0.0452441564452673,0.3677389493172877,0.08333333333333333
2025-02-04,SKU022,1,0,0.0,86.42,86.42,48.1,957,17,5.6,1,1.52,31.2,0.32941176470588235,15.432142857142859,0.06479981485767183,0.3610275399213145,0.058823529411764705
2025-02-05,SKU022,3,0,0.0,86.42,259.26,144.3,714,9,3.13,1,2.95,108.88,0.34777777777777774,82.83067092651757,0.012072822649078146,0.41996451438710175,0.1111111111111111
2025-02-06,SKU022,2,0,0.0,86.42,172.84,96.2,666,11,4.02,1,4.5,68.12,0.3654545454545454,42.995024875621894,0.023258504975700065,0.39412173108076837,0.09090909090909091
2025-02-07,SKU022,2,0,0.0,86.42,172.84,96.2,1007,16,5.15,1,1.86,69.63,0.321875,33.561165048543685,0.029796343439018748,0.4028581346910437,0.0625
2025-02-08,SKU022,7,0,0.0,86.42,604.94,336.7,1078,10,3.55,2,11.61,253.08,0.355,170.40563380281694,0.005868350580222831,0.41835553939233644,0.2
2025-02-09,SKU022,2,0,0.0,86.42,172.84,96.2,1237,15,4.76,1,3.25,68.63,0.3173333333333333,36.3109243697479,0.027539921314510527,0.39707243693589445,0.06666666666666667
2025-02-10,SKU022,6,0,0.0,86.42,518.52,288.6,553,8,2.86,1,9.03,218.03,0.3575,181.3006993006993,0.005515698526575638,0.4204852271850652,0.125
2025-02-11,SKU022,3,0,0.0,86.42,259.26,144.3,1200,10,3.22,1,4.84,106.9,0.322,80.51552795031056,0.012419964514387103,0.41232739335030477,0.1
2025-02-12,SKU022,3,1,0.1779,71.05,213.15,144.3,943,18,6.36,0,7.74,54.75,0.35333333333333333,33.514150943396224,0.02983814215341309,0.2568613652357495,0.0
2025-02-13,SKU022,0,0,0.0,86.42,0.0,0.0,903,12,4.39,1,0.0,-4.39,0.3658333333333333,0.0,,,0.08333333333333333
2025-02-14,SKU022,2,0,0.0,86.42,172.84,96.2,964,10,3.2,0,5.35,68.09,0.32,54.012499999999996,0.01851423281647767,0.3939481601481139,0.0
2025-02-15,SKU022,5,0,0.0,86.42,432.1,240.5,1049,20,7.25,0,10.64,173.71,0.3625,59.6,0.016778523489932886,0.40201342281879193,0.0
2025-02-16,SKU022,2,0,0.0,86.42,172.84,96.2,516,13,4.1,0,2.55,69.99,0.3153846153846154,42.15609756097562,0.02372136079611201,0.40494098588289745,0.0
2025-02-17,SKU022,1,0,0.0,86.42,86.42,48.1,672,12,4.18,0,2.44,31.7,0.34833333333333333,20.67464114832536,0.0483684332330479,0.3668132376764638,0.0
2025-02-18,SKU022,3,0,0.0,86.42,259.26,144.3,887,11,3.76,1,6.47,104.73,0.3418181818181818,68.95212765957447,0.014502815706240839,0.4039574172645221,0.09090909090909091
2025-02-19,SKU022,5,0,0.0,86.42,432.1,240.5,563,15,5.09,2,6.32,180.19,0.3393333333333333,84.89194499017682,0.011779680629483915,0.41700995140013886,0.13333333333333333
2025-02-20,SKU022,6,0,0.0,86.42,518.52,288.6,796,14,4.42,1,15.92,209.58,0.3157142857142857,117.31221719457014,0.008524261359253259,0.4041888451747281,0.07142857142857142
2025-02-21,SKU022,1,0,0.0,86.42,86.42,48.1,1006,17,5.56,1,2.77,29.99,0.32705882352941174,15.5431654676259,0.06433695903725989,0.34702615135385323,0.058823529411764705
2025-02-22,SKU022,6,0,0.0,86.42,518.52,288.6,589,5,1.61,0,12.75,215.56,0.322,322.0621118012422,0.0031049911285967757,0.415721669366659,0.0
2025-02-23,SKU022,3,0,0.0,86.42,259.26,144.3,1258,15,4.94,0,4.47,105.55,0.32933333333333337,52.481781376518214,0.019054231273624933,0.40712026537067036,0.0
2025-02-24,SKU022,4,0,0.0,86.42,345.68,192.4,1335,22,7.67,3,5.19,140.42,0.34863636363636363,45.06910039113429,0.022188150890997453,0.4062138393890303,0.13636363636363635
2025-02-25,SKU022,8,0,0.0,86.42,691.36,384.8,559,5,1.82,0,10.77,293.97,0.364,379.86813186813185,0.0026324924785929185,0.42520539227030785,0.0
2025-02-26,SKU022,2,1,0.105,77.35,154.7,96.2,855,18,6.47,1,5.28,46.75,0.35944444444444446,23.910355486862443,0.04182288299935359,0.30219780219780223,0.05555555555555555
2025-02-27,SKU022,2,0,0.0,86.42,172.84,96.2,1055,13,4.36,0,2.39,69.89,0.3353846153846154,39.642201834862384,0.025225642212450824,0.40436241610738255,0.0
2025-02-28,SKU022,2,1,0.0582,81.39,162.78,96.2,561,8,2.83,2,1.89,61.86,0.35375,57.51943462897526,0.017385428185280747,0.38002211573903427,0.25
2025-03-01,SKU022,2,0,0.0,86.42,172.84,96.2,910,9,2.96,2,4.08,69.6,0.3288888888888889,58.391891891891895,0.01712566535524184,0.40268456375838924,0.2222222222222222
2025-03-02,SKU022,1,0,0.0,86.42,86.42,48.1,909,13,4.47,0,1.55,32.3,0.3438461538461538,19.333333333333336,0.05172413793103448,0.37375607498264285,0.0
2025-03-03,SKU022,2,0,0.0,86.42,172.84,96.2,1032,13,4.29,3,2.49,69.86,0.33,40.28904428904429,0.024820643369590372,0.4041888451747281,0.23076923076923078
2025-03-04,SKU022,4,0,0.0,86.42,345.68,192.4,514,6,2.12,3,9.8,141.36,0.35333333333333333,163.0566037735849,0.0061328396204582275,0.4089331173339505,0.5
2025-03-05,SKU022,5,0,0.0,86.42,432.1,240.5,865,16,5.57,0,5.77,180.26,0.348125,77.57630161579893,0.012890534598472576,0.417171950937283,0.0
2025-03-06,SKU022,4,0,0.0,86.42,345.68,192.4,798,17,5.48,0,10.42,137.38,0.3223529411764706,63.08029197080292,0.015852811849109003,0.3974195788012034,0.0
2025-03-07,SKU022,5,0,0.0,86.42,432.1,240.5,1096,20,6.57,1,13.03,172.0,0.3285,65.76864535768645,0.015204813700532284,0.39805600555426984,0.05
2025-03-08,SKU022,7,0,0.0,86.42,604.94,336.7,713,10,3.49,2,18.16,246.59,0.34900000000000003,173.3352435530086,0.005769167190134559,0.4076272026977882,0.2
2025-03-09,SKU022,2,0,0.0,86.42,172.84,96.2,980,14,4.65,2,1.93,70.06,0.3321428571428572,37.169892473118274,0.02690349456144411,0.40534598472575795,0.14285714285714285
2025-03-10,SKU022,1,0,0.0,86.42,86.42,48.1,834,16,5.86,2,2.47,29.99,0.36625,14.747440273037542,0.06780837769034946,0.34702615135385323,0.125
2025-03-11,SKU022,3,0,0.0,86.42,259.26,144.3,768,12,4.0,2,4.94,106.02,0.3333333333333333,64.815,0.015428527347064723,0.4089331173339505,0.16666666666666666
2025-03-12,SKU022,2,0,0.0,86.42,172.84,96.2,784,7,2.34,1,2.01,72.29,0.33428571428571424,73.86324786324786,0.013538532747049293,0.41824809071974084,0.14285714285714285
2025-03-13,SKU022,4,0,0.0,86.42,345.68,192.4,716,8,2.64,0,3.26,147.38,0.33,130.93939393939394,0.007637121036797038,0.42634806757694976,0.0
2025-03-14,SKU022,6,0,0.0,86.42,518.52,288.6,567,6,1.94,0,10.84,217.14,0.3233333333333333,267.2783505154639,0.003741417881663195,0.41876880351770424,0.0
2025-03-15,SKU022,5,0,0.0,86.42,432.1,240.5,596,10,3.49,1,12.8,175.31,0.34900000000000003,123.810888252149,0.008076834066188383,0.4057162693820875,0.1
2025-03-16,SKU022,3,0,0.0,86.42,259.26,144.3,946,17,5.95,3,2.92,106.09,0.35000000000000003,43.57310924369747,0.022949934428758777,0.4092031165625241,0.17647058823529413
2025-03-17,SKU022,1,0,0.0,86.42,86.42,48.1,1017,16,5.37,0,0.8,32.15,0.335625,16.09310986964618,0.06213839389030317,0.3720203656560981,0.0
2025-03-18,SKU022,0,0,0.0,86.42,0.0,0.0,1149,27,8.65,2,0.0,-8.65,0.32037037037037036,0.0,,,0.07407407407407407
2025-03-19,SKU022,5,0,0.0,86.42,432.1,240.5,836,16,5.36,1,5.44,180.8,0.335,80.61567164179104,0.012404535987040038,0.4184216616523953,0.0625
2025-03-20,SKU022,4,0,0.0,86.42,345.68,192.4,555,8,2.72,0,5.44,145.12,0.34,127.08823529411764,0.007868548947003009,0.4198102291136311,0.0
2025-03-21,SKU022,5,0,0.0,86.42,432.1,240.5,246,2,0.69,0,11.59,179.32,0.345,626.2318840579711,0.0015968525804211987,0.4149965285813469,0.0
2025-03-22,SKU022,3,0,0.0,86.42,259.26,144.3,1029,18,6.04,3,6.33,102.59,0.33555555555555555,42.923841059602644,0.023297076294067732,0.3957031551338425,0.16666666666666666
2025-03-23,SKU022,1,0,0.0,86.42,86.42,48.1,642,15,4.76,0,1.21,32.35,0.3173333333333333,18.15546218487395,0.055079842629021054,0.37433464475815786,0.0
2025-03-24,SKU022,2,0,0.0,86.42,172.84,96.2,1048,17,5.79,1,3.76,67.09,0.34058823529411764,29.85146804835924,0.03349919000231428,0.3881624623929646,0.058823529411764705
2025-03-25,SKU022,3,0,0.0,86.42,259.26,144.3,1017,14,4.87,1,4.36,105.73,0.34785714285714286,53.23613963039014,0.0187842320450513,0.40781454910128834,0.07142857142857142
2025-03-26,SKU022,5,0,0.0,86.42,432.1,240.5,1194,19,6.92,2,8.84,175.84,0.3642105263157895,62.442196531791915,0.016014811386253183,0.40694283730617914,0.10526315789473684
2025-03-27,SKU022,3,0,0.0,86.42,259.26,144.3,977,19,6.96,1,5.77,102.23,0.3663157894736842,37.25,0.026845637583892617,0.3943145876726067,0.05263157894736842
